cct,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
32DPR0808Z,57,46,38,38,35,37,36,34,28,28,25,20,15,22,23,21,22,22,23,21,20,20
32DPR2068J,28,31,30,36,37,37,38,33,34,35,34,33,34,31,25,18,18,18,20,20,20,23
32DPR1511X,44,43,40,38,37,32,32,36,35,35,26,32,32,26,24,20,21,18,18,16,15,17
32DPR0400L,30,28,32,39,34,32,33,34,34,31,31,30,28,25,27,25,22,24,25,27,24,22
32DPR0957H,46,49,44,47,39,43,45,36,21,21,23,25,8,19,19,22,18,23,22,24,22,21
32DPR0765S,30,36,37,36,37,29,30,33,29,36,31,33,35,30,30,25,26,22,18,20,20,16
32DPR1056Y,57,53,41,34,35,36,37,36,35,30,32,31,33,18,17,17,18,17,16,15,16,15
32DPR0523V,51,44,42,37,34,31,26,26,26,36,33,32,17,34,28,26,21,16,17,19,24,21
32DPR0307F,48,52,45,32,31,29,34,32,32,28,31,30,32,21,16,22,24,21,20,17,23,23
32DPR2304W,24,20,21,21,19,19,35,31,17,35,17,18,37,25,25,54,54,22,14,43,43,50
32DPR0760X,44,40,36,37,41,36,37,34,36,33,32,28,27,24,21,12,15,18,15,20,23,35
32DPR1341T,33,33,35,40,38,35,32,33,33,36,31,34,28,35,35,35,16,19,20,17,12,14
32DPR1387O,57,47,44,38,37,35,21,27,28,27,25,23,24,27,34,24,18,21,24,23,23,17
32DPR1655T,35,36,38,35,39,31,31,33,32,32,28,28,27,24,26,25,30,21,27,24,23,20
32DPR1275K,37,38,37,33,26,27,29,33,29,28,30,22,31,23,25,24,23,32,31,30,28,29
32DPR1172O,60,50,44,40,37,29,28,28,24,24,15,18,15,31,25,28,25,25,28,20,27,25
32DPR0798J,36,28,32,32,36,34,34,35,35,36,32,29,31,32,19,18,26,28,23,22,22,28
32DPR2385X,41,41,37,37,22,20,36,37,36,28,34,31,29,28,33,29,24,21,32,20,18,18
32DPR1070R,43,42,39,43,43,46,37,37,35,20,21,20,13,26,28,23,21,27,26,24,19,20
32DPR0132G,27,27,29,38,35,39,35,35,36,32,31,28,26,22,25,28,27,32,28,27,25,24
32DPR0763U,51,50,44,32,32,30,28,25,22,25,25,20,21,16,19,20,25,33,38,32,34,34
32DPR1697S,34,33,35,34,38,34,37,38,37,32,31,33,38,32,35,36,16,15,16,17,20,19
32DPR1118U,69,54,42,37,33,34,37,29,29,32,30,33,31,25,24,23,19,19,23,23,11,4
32DPR1352Z,73,66,47,44,35,34,35,24,20,18,16,16,13,26,17,20,21,21,25,24,33,34
32DPR1346O,34,31,33,34,38,35,35,43,38,34,37,36,35,34,33,19,17,23,20,16,16,21
32DPR0746D,31,32,31,36,39,35,31,33,34,34,35,37,34,37,36,26,24,20,24,21,17,17
32DPR0917G,41,40,39,38,36,36,37,36,37,36,16,16,86,19,19,18,22,19,23,18,19,14
32DPR1305O,39,39,32,34,34,35,39,39,38,39,38,35,35,28,21,19,15,18,18,23,22,25
32DPR0959F,61,54,46,45,43,33,37,32,33,25,22,21,19,20,22,21,23,21,23,21,21,23
32DPR1388N,68,66,59,50,37,37,33,33,21,20,20,21,13,17,20,20,17,19,16,21,25,34
32DPR0254R,69,66,60,54,35,33,23,17,22,28,21,17,20,11,13,15,18,18,20,38,32,38
32DPR1319R,40,48,42,35,40,36,36,21,17,14,17,17,14,17,19,34,37,42,37,37,34,35
32DPR0295R,44,49,49,50,39,44,37,35,31,26,26,27,20,28,29,30,24,19,16,17,15,14
32DPR0108G,60,67,38,21,18,26,23,17,20,25,22,25,21,21,22,27,25,29,41,38,42,44
32DPR0707B,23,26,25,36,39,37,36,37,38,37,36,42,25,40,33,31,30,29,19,21,16,17
32DPR0462Y,34,36,35,35,38,36,32,31,30,32,30,35,36,34,37,34,35,26,25,16,13,14
32DPR1907G,34,30,32,28,28,34,34,34,35,37,36,35,35,40,39,24,30,26,22,17,23,21
32DPR0711O,30,25,33,36,33,34,33,38,34,33,30,36,33,33,38,38,35,17,23,25,22,16
32DPR0223Y,62,57,41,40,39,36,31,27,31,31,29,17,23,26,21,22,20,23,25,25,28,22
32DPR1134L,60,46,41,42,54,48,36,32,33,30,28,22,17,23,22,18,22,22,18,19,20,23
32DPR1674H,37,37,37,34,37,34,34,33,31,33,21,27,11,28,27,30,29,29,37,31,30,29
32DPR0678X,41,35,38,36,41,39,36,34,34,36,35,38,36,32,26,25,21,20,21,16,17,19
32DPR0594P,45,51,45,46,41,38,36,36,36,31,30,31,30,29,32,21,18,19,18,13,15,16
32DPR0366V,39,43,37,37,36,35,35,39,36,35,35,30,33,22,24,25,21,20,20,28,25,22
32DPR1052B,59,52,43,43,38,36,33,30,24,20,23,21,18,25,29,28,28,31,25,21,27,24
32DPR1383S,61,61,52,52,49,51,33,29,28,24,23,23,19,30,24,22,20,17,16,16,13,15
32DPR0745E,44,42,35,36,39,40,39,35,35,35,35,35,34,32,38,19,24,17,16,18,14,17
32DPR1396W,54,54,44,47,43,41,35,34,34,28,27,23,22,19,22,23,20,20,20,23,26,22
32DPR0143M,50,49,48,42,43,31,33,35,33,16,14,14,15,16,19,20,15,41,38,36,37,37
32DPR1173N,43,42,40,41,43,40,44,43,39,23,16,19,52,20,23,25,20,20,19,22,26,24
32DPR0357N,71,57,56,58,53,46,39,35,35,27,25,20,18,18,19,19,17,16,15,14,14,13
32DPR0944D,27,29,28,32,37,37,35,30,28,30,29,22,14,39,40,38,35,36,35,30,30,26
32DPR0016Q,63,54,44,44,35,34,38,37,26,17,23,22,18,27,24,22,23,23,30,27,27,29
32DPR1166D,51,43,41,42,39,44,37,35,36,39,35,38,36,36,29,16,18,15,13,14,16,14
32DPR2333R,37,39,37,36,39,35,38,32,21,26,24,23,41,30,25,28,27,26,35,34,32,24
32DPR1406M,38,39,38,36,40,35,36,35,35,35,35,35,34,33,25,25,26,24,20,21,20,25
32DPR2436N,28,24,21,24,16,35,36,17,13,27,19,17,33,43,44,44,55,45,43,39,27,40
32DPR1937A,39,36,36,34,34,35,33,33,36,33,35,31,39,31,35,43,31,23,26,17,16,16
32DPR1961A,51,47,36,36,36,42,37,35,39,32,30,30,30,32,23,22,22,17,19,28,24,25
32DPR0786E,50,46,40,36,36,37,31,31,32,29,30,31,28,32,35,35,23,22,20,23,24,26
32DPR1719N,51,48,45,46,42,39,37,34,37,36,33,37,36,31,20,16,20,15,20,19,19,18
32DPR1884M,48,40,41,44,39,39,36,37,27,31,30,36,31,30,32,31,25,22,22,23,19,18
32DPR0341M,44,47,52,46,40,38,42,37,46,40,41,36,42,27,20,18,15,16,18,15,10,14
32DPR1097Y,30,42,34,25,23,30,28,40,42,41,36,35,31,41,38,34,29,22,24,26,29,24
32DPR1398U,62,48,45,36,36,35,37,36,33,35,30,26,22,29,28,22,23,33,22,23,24,25
32DPR0934X,55,48,37,38,36,35,35,32,32,28,35,35,33,32,32,26,23,24,25,24,23,22
32DPR1209L,65,64,60,65,58,41,35,34,32,23,25,21,16,23,25,21,20,21,18,15,14,15
32DPR0693P,35,34,37,38,36,25,25,28,35,35,37,35,31,35,35,33,36,31,30,27,23,31
32DPR1269Z,32,35,27,35,36,39,39,42,39,33,35,36,37,29,39,39,35,34,16,17,17,22
32DPR0684H,50,43,35,36,30,37,35,35,35,36,32,36,34,42,33,31,25,26,23,18,21,22
32DPR1705K,36,35,34,35,36,34,37,36,35,33,31,33,37,38,40,35,26,32,30,23,19,21
32DPR1251A,55,43,34,35,33,24,25,25,34,24,24,35,28,35,35,36,37,39,32,26,28,29
32DPR0378Z,41,39,38,35,37,34,32,33,35,25,28,27,28,42,34,25,28,29,30,36,34,27
32DPR0260B,51,50,53,52,51,35,36,40,28,25,14,14,3,30,25,26,36,33,35,27,29,25
32DPR1414V,41,35,40,39,33,33,35,34,36,41,37,45,40,36,41,32,30,26,17,18,14,15
32DPR1342S,35,38,36,37,37,31,30,32,33,37,37,34,33,31,36,36,23,22,29,30,29,33
32DPR2317Z,35,32,37,38,36,33,35,27,30,32,33,38,36,39,41,36,33,32,26,26,24,22
32DPR1019U,54,49,45,45,43,44,35,37,37,33,33,33,30,30,32,27,18,19,24,21,15,18
32DPR0966P,39,38,31,35,37,34,32,36,40,37,36,29,27,26,23,35,35,36,33,33,31,20
32DPR0036D,62,60,36,28,29,26,25,21,26,35,37,41,44,34,27,21,24,23,31,31,32,30
32DPR1258U,35,30,35,35,35,36,39,35,34,34,27,35,34,29,36,33,33,37,25,26,31,30
32DPR0664U,53,51,41,38,33,29,30,29,32,30,24,22,27,21,23,26,25,30,36,45,44,41
32DPR1529W,56,47,44,41,41,35,43,43,44,44,37,37,40,27,18,15,23,18,15,17,22,23
32DPR0649B,35,29,29,30,31,35,35,34,34,35,34,38,35,35,36,24,35,21,33,34,39,39
32DPR2359Z,23,27,27,28,24,24,30,36,37,36,36,36,38,48,45,35,35,34,34,28,33,37
32DPR0465V,38,48,48,42,38,38,33,31,35,36,38,36,35,30,36,36,25,21,26,25,20,17
32DPR0573C,61,52,44,45,35,30,22,20,20,23,26,35,40,39,38,31,24,25,34,31,28,29
32DPR0875Y,42,41,38,38,35,36,40,36,37,39,33,22,24,24,19,20,21,32,41,41,32,41
32DPR0090Y,37,34,33,26,29,34,25,29,35,34,33,35,33,32,35,39,34,36,40,35,34,33
32DPR1908F,49,43,48,45,51,43,48,41,40,33,26,25,19,25,19,22,27,29,32,4,33,33
32DPR0761W,52,45,41,34,36,36,35,36,35,36,29,28,25,30,35,30,31,28,29,29,26,29
32DPR0128U,48,49,46,42,38,36,33,35,30,35,34,30,42,36,32,26,24,26,24,24,21,24
32DPR0284L,67,59,60,46,41,37,40,36,35,31,19,21,22,30,30,27,29,22,22,24,20,18
32DPR0055S,55,43,45,46,41,38,40,36,35,35,35,37,35,27,26,24,23,21,19,22,25,29
32DPR0331F,75,66,56,52,42,33,37,28,29,29,20,25,23,23,22,26,25,27,30,26,25,20
32DPR0648C,45,49,40,47,45,43,37,39,37,35,31,32,29,26,28,27,18,24,25,28,30,24
32DPR1560F,52,38,38,33,36,32,29,28,30,33,29,28,28,34,36,31,34,35,33,35,36,33
32DPR1217U,40,39,34,32,28,19,24,26,36,41,53,52,49,45,44,40,29,22,24,23,22,19
32DPR1187Q,31,34,36,38,41,40,39,29,38,35,37,36,37,37,40,36,35,30,29,29,20,16
32DPR1431L,39,35,34,33,36,34,30,29,28,32,33,36,32,46,37,34,34,34,32,35,30,31
32DPR1150C,57,53,42,42,29,24,20,18,23,25,26,36,34,41,39,35,27,29,37,40,35,33
32DPR0350U,41,36,33,34,37,39,35,39,44,35,35,37,34,33,21,23,23,25,23,33,44,43
32DPR1473K,44,39,41,42,44,43,42,48,43,40,35,31,35,18,21,24,24,26,26,24,28,30
32DPR0458L,59,59,59,44,48,49,43,47,39,40,36,30,27,28,27,23,19,15,16,13,15,13
32DPR0564V,42,42,46,47,42,44,34,35,31,25,26,28,27,31,34,34,36,34,35,31,28,23
32DPR0511Q,57,55,53,52,38,34,31,29,27,27,27,27,26,28,30,26,24,24,30,32,37,44
32DPR1350A,58,57,53,47,49,48,53,44,44,42,37,33,27,22,20,20,19,19,19,16,15,16
32DPR0397O,38,43,38,34,37,39,37,33,28,32,30,30,23,34,33,32,36,41,33,35,40,32
32DPR0080R,43,41,35,36,41,43,42,46,41,42,44,35,44,42,32,29,25,25,22,18,17,16
32DPR1088Q,50,43,30,31,23,17,27,26,30,28,33,36,31,32,39,43,38,43,38,43,41,37
32DPR0675Z,58,56,48,42,41,40,36,40,38,36,30,27,24,29,25,29,28,26,26,28,31,23
32DPR1506L,52,57,56,46,43,43,41,35,33,34,37,31,29,30,31,29,27,27,21,22,21,20
32DPR1200U,38,40,39,39,37,44,42,35,39,36,47,44,31,41,37,31,27,23,23,22,24,27
32DPR0386I,78,69,54,42,38,36,28,22,29,29,27,36,41,35,32,31,27,24,23,23,23,22
32DPR2426G,37,41,37,41,38,39,37,32,32,34,34,35,35,36,36,32,32,34,30,33,32,33
32DPR0296Q,45,42,40,28,34,27,36,29,29,31,38,38,35,43,47,39,29,35,29,32,31,33
32DPR0317M,66,48,54,34,38,35,35,37,33,36,33,33,34,42,34,27,26,26,29,24,24,23
32DPR0584I,52,45,49,50,45,40,40,41,39,40,38,37,37,31,33,20,21,22,19,24,27,23
32DPR0571E,43,48,41,40,34,32,36,32,34,31,31,32,31,34,34,35,39,37,36,34,31,29
32DPR0359L,42,37,45,37,32,40,31,33,40,43,42,36,33,35,26,27,34,36,31,35,35,32
32DPR0634Z,60,62,57,42,45,43,38,35,28,27,22,23,17,25,36,42,43,36,32,30,19,23
32DPR0075F,39,37,34,35,34,26,28,29,33,33,32,36,33,34,35,36,38,40,45,40,42,46
32DPR2108U,59,52,39,32,32,33,30,30,32,28,36,43,28,41,46,41,32,31,30,34,32,29
32DPR1390B,53,55,59,60,51,36,38,43,38,40,40,39,39,27,30,26,26,22,23,16,13,19
32DPR1546M,47,43,41,40,42,40,41,37,43,44,37,37,46,36,31,31,28,26,25,24,26,30
32DPR0805C,53,44,35,34,31,23,23,23,34,32,33,43,38,43,38,35,35,35,37,45,42,40
32DPR1288O,58,52,54,56,45,37,40,35,35,35,35,35,34,27,33,24,17,23,30,33,34,32
32DPR1190D,57,47,39,39,39,34,35,33,33,31,32,31,30,35,45,35,38,33,35,34,33,36
32DPR0713M,66,57,46,53,43,41,33,26,27,44,41,42,33,48,42,25,26,29,24,15,20,27
32DPR0958G,18,16,16,16,18,25,18,18,21,24,20,20,21,41,42,48,50,79,86,66,62,85
32DPR1359S,53,56,50,43,37,36,34,35,35,35,35,37,34,37,31,36,34,32,30,32,31,29
32DPR2457Z,0,38,43,44,46,45,41,39,39,45,39,38,42,33,39,41,46,40,31,29,31,26
32DPR0403I,52,43,42,38,35,33,34,37,35,31,32,34,35,34,36,33,37,41,38,40,36,40
32DPR1325B,51,49,38,36,38,40,30,26,30,28,36,37,32,36,37,36,37,41,39,39,44,38
32DPR0451S,49,45,41,40,39,38,41,40,39,43,44,45,50,34,33,35,36,31,20,27,23,25
32DPR1144S,63,62,52,58,53,41,41,37,33,26,26,30,26,28,32,26,23,31,31,32,32,35
32DPR0024Z,37,37,40,41,39,38,36,40,36,47,53,52,41,45,40,35,26,22,29,32,28,26
32DPR1696T,51,41,37,36,36,44,39,31,30,31,30,34,35,38,42,39,38,39,41,36,35,37
32EPR0107G,32,27,30,27,25,28,28,35,37,40,41,41,37,42,48,38,38,44,48,53,45,39
32DPR0771C,39,34,36,34,33,37,39,40,41,42,45,44,43,46,43,34,40,35,31,29,25,34
32DPR0325V,58,60,60,55,51,52,57,55,50,40,32,29,24,19,20,21,22,16,21,22,30,30
32DPR1189O,52,41,38,38,40,37,34,30,36,36,34,36,35,43,43,42,34,36,34,36,41,28
32DPR0305H,73,70,61,55,40,26,28,23,23,21,20,28,25,36,44,37,34,34,38,38,37,34
32DPR1273M,36,27,33,34,38,41,52,39,35,30,31,35,40,30,31,15,39,42,45,52,49,52
32DPR0349E,45,38,38,36,32,32,35,37,39,35,38,44,40,34,36,43,40,31,37,36,42,39
32DPR0606D,35,36,39,41,44,42,36,37,32,34,35,35,40,31,37,35,35,39,42,44,40,41
32DPR1263F,29,32,43,43,58,54,53,39,40,34,35,29,36,31,33,34,35,35,36,34,35,33
32DPR1022H,56,51,47,44,43,36,30,30,34,35,28,30,33,33,33,35,36,35,37,37,46,44
32DPR0300M,54,49,51,51,48,44,43,42,40,38,35,32,29,30,27,26,20,30,33,37,34,40
32DPR0704E,69,61,57,56,40,36,35,35,36,36,35,39,37,34,36,26,29,25,27,23,24,38
32DPR1185S,39,38,40,36,34,33,32,33,37,32,35,33,33,40,46,43,40,41,40,42,42,45
32DPR0714L,53,56,43,52,41,34,36,37,35,28,36,34,29,29,33,34,34,37,43,39,37,38
32DPR0639V,46,46,41,34,28,33,31,32,32,37,44,47,47,37,44,40,39,35,39,39,39,29
32DPR1652W,68,68,59,58,48,44,40,37,34,40,33,32,34,28,33,19,23,25,27,31,27,31
32DPR1437F,62,54,54,47,43,40,40,37,36,37,31,37,29,42,41,31,25,36,35,32,28,28
32DPR0520Y,53,43,41,45,44,36,35,35,36,34,30,37,33,36,38,39,36,39,43,45,38,29
32DPR1453X,84,75,60,43,45,41,37,35,36,36,37,27,43,26,18,19,24,34,26,31,35,36
32DPR0665T,45,38,41,40,34,28,31,35,37,39,37,41,37,43,44,41,41,39,41,38,37,42
32DPR1121H,41,38,40,37,40,35,26,32,35,39,35,40,35,47,41,36,35,31,32,47,52,55
32DPR2458Z,0,41,44,40,39,38,33,36,44,37,44,48,39,41,39,45,47,41,38,38,39,40
32DPR0238Z,61,61,57,56,52,45,42,41,35,37,32,36,33,33,36,34,36,26,26,24,25,27
32DPR0037C,60,61,59,61,58,53,55,53,53,41,38,37,33,32,24,21,18,15,19,21,21,25
32DPR0516L,97,96,82,76,60,56,35,35,34,39,33,35,30,32,16,17,16,13,12,19,13,14
32DPR1180X,36,33,24,26,35,34,37,41,50,46,40,35,33,36,37,40,42,43,41,47,54,51
32DPR1147P,53,42,38,38,35,23,27,24,28,26,35,42,43,37,41,42,45,45,50,47,49,51
32DPR0710P,53,47,60,56,58,47,55,45,43,44,48,43,44,37,40,34,25,23,13,16,18,15
32DPR1241U,78,68,61,55,44,36,36,25,26,30,32,31,33,31,33,30,32,32,35,40,38,39
32DPR1085T,65,60,51,55,55,55,55,51,50,50,45,45,41,35,24,20,18,17,18,22,18,16
32DPR0887C,46,49,42,39,39,38,39,37,39,42,49,46,44,35,38,41,33,34,38,34,34,35
32DPR0125X,45,37,33,34,36,38,37,44,41,39,38,36,37,37,40,44,45,44,40,41,45,41
32DPR0876X,39,39,42,39,40,40,40,35,34,39,40,43,42,43,39,38,36,39,39,41,44,45
32DPR0655M,64,56,50,46,47,44,37,41,34,33,29,30,24,26,33,33,32,37,46,46,43,46
32DPR0822T,45,44,44,35,32,34,37,37,36,37,37,35,35,45,44,43,42,43,43,46,44,39
32DPR0787D,50,52,65,67,64,57,50,50,56,53,45,47,51,33,27,21,16,14,16,15,13,17
32DPR0469R,72,63,62,60,55,53,57,51,48,40,35,37,33,27,25,26,21,23,24,20,24,24
32DPR0736X,87,78,76,70,53,53,51,48,40,36,28,20,18,21,22,25,23,21,24,24,36,28
32DPR1270P,68,55,47,56,51,48,45,45,41,32,31,30,22,28,30,36,33,38,38,36,36,36
32DPR1238G,42,43,40,41,38,41,39,40,41,46,40,39,35,35,37,44,49,46,38,41,36,32
32DPR2320N,52,48,43,45,37,40,38,36,35,37,37,33,36,42,42,42,46,43,35,37,43,39
32DPR1330N,64,62,52,49,50,52,48,38,36,36,36,23,17,30,35,34,36,36,36,43,39,35
32DPR0333D,37,40,40,31,37,50,57,49,51,54,50,41,42,36,38,34,33,35,37,33,32,30
32DPR0141O,26,28,24,38,37,40,41,44,42,43,44,44,43,44,42,36,36,37,36,55,56,54
32DPR2203Y,46,45,37,49,44,43,47,46,44,40,41,40,40,43,41,38,37,38,32,31,39,30
32DPR0790R,75,61,60,61,43,48,46,44,43,41,45,37,43,33,32,32,26,25,22,24,23,27
32DPR1055Z,43,38,37,50,52,55,56,54,59,53,51,45,44,37,35,34,38,39,17,17,17,20
32DPR1452Y,52,42,43,44,37,37,36,37,36,34,37,40,37,47,45,40,41,43,37,37,49,45
32DPR0806B,61,60,49,55,44,35,34,37,37,35,34,33,33,46,42,39,41,40,39,35,35,32
32DPR0692Q,41,39,42,36,37,35,34,35,37,38,38,38,37,30,35,35,34,36,56,57,65,62
32DPR1139G,47,45,40,35,39,41,41,45,37,33,37,41,43,47,38,44,38,36,39,39,50,43
32DPR2424I,44,49,43,49,45,48,40,37,34,35,34,39,40,36,41,43,47,43,32,35,44,44
32DPR0290W,57,52,43,42,36,41,48,38,41,39,44,36,43,38,42,38,34,37,38,38,39,39
32DPR0310T,84,68,62,63,62,43,48,46,34,43,42,39,35,31,21,29,17,23,34,33,30,22
32PPR0158T,40,51,47,41,50,43,48,50,49,58,50,41,26,45,45,43,24,35,32,30,32,29
32DPR1945J,54,48,48,49,50,45,44,39,36,37,31,40,31,40,36,38,41,42,41,44,38,38
32DPR0809Z,66,60,51,50,41,36,30,32,31,29,22,29,27,38,43,48,48,48,52,50,42,38
32DPR0302K,72,78,72,56,47,39,38,36,30,32,32,39,36,38,31,36,35,33,33,32,32,35
32DPR0135D,54,50,51,48,48,31,34,43,43,40,36,34,38,22,21,18,19,47,50,62,64,63
32DPR1323D,58,54,40,36,34,35,38,37,35,39,42,44,43,36,30,29,35,39,48,61,56,49
32DPR0250V,96,85,64,59,54,50,44,41,35,36,32,36,28,34,38,25,23,21,27,29,33,31
32DPR0051W,44,46,43,38,45,37,36,37,44,48,42,48,41,49,44,43,41,40,41,38,40,38
32DPR0554O,47,42,42,50,43,34,30,32,33,35,38,47,47,47,48,56,52,49,45,39,36,34
32DPR1174M,33,42,44,43,42,39,40,39,42,46,46,46,40,42,41,41,42,51,40,43,43,44
32DPR1040X,50,53,51,55,51,42,40,40,40,42,37,40,42,39,37,36,41,38,43,36,41,39
32DPR1962Z,64,63,66,60,56,37,53,65,70,45,49,27,79,21,42,17,18,21,17,16,23,24
32DPR1993T,68,68,60,65,63,58,57,52,53,52,52,51,50,35,19,20,23,19,18,19,20,14
32DPR1333K,60,53,50,54,38,39,42,36,56,52,57,55,40,56,32,33,36,38,34,29,24,23
32DPR0417L,78,70,71,67,73,61,63,54,45,46,44,38,31,37,28,18,20,21,23,21,15,15
32DPR0539W,71,62,41,42,46,32,40,39,42,38,37,35,40,35,41,36,51,47,45,49,43,28
32DPR0812M,61,62,58,54,53,48,38,35,33,35,35,41,47,35,41,37,34,30,37,39,45,43
32DPR0298O,69,62,57,56,48,41,35,36,39,40,34,34,33,43,37,39,42,42,39,36,40,41
32DPR0893N,79,76,67,55,51,43,40,39,32,39,32,42,34,39,31,27,27,29,38,38,41,45
32DPR0022A,48,48,52,63,55,55,53,53,49,43,35,35,26,27,29,31,38,36,36,45,44,44
32DPR0522W,71,72,58,43,39,41,38,36,35,42,43,42,40,50,44,36,32,35,27,41,42,38
32DPR0187J,82,69,56,59,55,51,46,43,36,34,35,36,36,34,32,33,39,33,29,37,37,33
32DPR0722U,71,64,60,62,60,56,59,59,53,44,38,37,33,38,38,25,24,21,25,26,26,27
32DPR0487G,53,51,44,46,42,38,36,31,35,37,30,35,35,45,44,46,48,52,48,52,51,49
32DPR1149N,50,51,42,49,44,44,55,55,53,51,52,53,50,36,38,41,36,35,35,32,27,22
32DPR0391U,41,41,43,42,44,36,46,54,54,57,55,52,50,44,42,36,34,38,39,38,35,32
32DPR0754M,82,76,73,64,55,55,50,50,52,50,44,33,30,36,30,27,25,26,26,25,24,20
32DPR0224X,56,44,40,42,46,40,37,43,46,48,47,48,49,42,47,45,39,38,41,45,41,33
32DPR2429D,52,45,43,46,40,41,46,38,39,38,44,50,45,42,45,44,46,45,39,45,47,42
32DPR1622B,64,63,61,58,53,54,49,52,43,37,32,32,24,37,39,37,40,38,41,40,34,36
32DPR0089I,47,47,52,41,33,33,34,37,37,46,47,44,41,45,41,37,36,42,44,52,64,65
32DPR2319Y,49,34,34,33,33,30,42,37,34,31,36,35,36,43,37,49,61,64,62,64,59,63
32DPR0534A,92,84,68,65,60,58,47,45,36,35,33,29,23,25,27,26,32,36,36,36,37,37
32DPR0430F,80,75,67,54,57,65,61,59,57,52,38,33,25,36,37,26,24,25,24,27,23,22
32DPR0613N,40,48,52,51,52,51,63,58,56,57,57,57,57,52,51,49,21,21,19,19,21,22
32DPR0783H,71,61,56,52,45,49,55,52,49,40,41,34,40,34,36,37,36,36,38,41,37,35
32DPR0321Z,62,62,62,62,53,55,56,48,39,38,38,36,25,35,37,35,31,42,42,41,39,42
32DPR0388G,68,70,57,57,58,41,40,38,36,41,44,41,44,42,36,37,38,40,41,38,39,36
32DPR0308E,69,77,71,70,63,50,50,42,44,41,38,43,39,41,33,30,32,25,30,31,31,33
32DPR1318S,69,58,54,49,55,54,55,54,58,40,35,36,56,36,38,36,30,32,32,33,37,39
32DPR0967O,59,66,49,45,41,37,38,43,36,35,42,44,33,37,36,39,45,49,49,56,53,55
32DPR0823S,62,59,59,54,46,39,40,42,35,38,40,46,42,44,44,48,43,42,41,44,42,43
32DPR0361Z,53,46,42,45,55,50,53,57,59,56,54,48,52,42,38,35,31,35,34,36,37,35
32DPR1334J,75,72,57,54,49,46,49,48,49,44,42,37,35,35,37,37,38,37,40,38,37,38
32DPR0084N,64,56,60,44,40,36,36,34,39,48,43,40,39,57,51,48,45,44,47,44,43,38
32DPR0431E,37,34,40,55,59,60,55,49,59,59,56,33,51,36,35,39,43,41,41,40,41,35
32DPR0167W,67,70,64,54,54,47,41,41,47,52,45,44,48,40,35,36,38,42,36,38,32,27
32DPR0161B,41,44,47,56,53,53,45,52,48,41,45,42,43,54,55,42,47,47,38,33,35,38
32DPR0445H,74,74,70,59,55,52,49,51,41,36,32,28,23,32,38,42,40,41,45,45,36,37
32DPR0561Y,68,68,55,59,54,56,54,58,48,45,44,40,36,31,31,27,27,39,41,41,40,40
32DPR0130I,73,68,72,68,64,61,55,53,47,37,33,38,38,39,35,36,37,28,29,27,35,30
32DPR0521X,69,64,60,65,61,57,54,52,53,47,43,42,39,32,27,27,26,29,37,39,40,41
32DPR0072I,55,52,50,52,48,46,45,46,46,47,51,43,47,47,42,40,37,42,38,41,45,44
32DPR0910N,59,58,53,55,53,58,55,49,47,42,45,39,37,46,46,43,38,41,38,36,32,34
32DPR2164M,64,74,76,69,48,37,36,31,30,31,35,37,36,62,62,57,58,56,38,23,22,22
32DPR0983F,62,61,52,56,49,56,55,57,59,55,54,52,53,27,24,23,33,27,31,39,41,40
32DPR0486H,54,51,45,46,46,49,50,55,52,52,43,41,37,33,37,35,36,37,49,48,53,59
32DPR1332L,62,48,52,51,50,52,56,50,50,39,41,36,52,41,50,47,40,41,43,41,35,31
32DPR0178B,53,52,48,48,43,43,41,39,37,40,45,42,32,48,47,53,56,52,50,45,48,47
32DPR0778W,68,64,65,63,62,59,56,58,52,44,37,45,34,38,34,30,39,35,30,31,32,34
32DPR1320G,64,54,46,52,56,39,40,39,37,35,35,47,39,45,47,50,54,50,52,51,41,38
32DPR0513O,54,56,62,51,51,50,53,47,50,49,43,38,37,42,42,42,39,41,41,43,40,40
32DPR1179H,91,66,64,45,41,35,40,38,41,40,40,48,36,42,40,42,48,40,42,45,45,46
32DPR1141V,58,53,53,53,54,54,58,51,49,57,55,54,53,34,38,38,39,38,36,30,34,27
32DPR0441L,90,66,62,61,55,59,56,56,54,51,45,25,25,32,21,24,24,47,45,41,44,40
32DPR0432D,71,64,66,73,75,75,70,69,48,39,27,19,24,24,28,15,27,35,34,38,51,52
32DPR0163Z,46,42,50,53,53,55,55,56,55,56,57,55,56,46,41,39,37,33,32,34,36,37
32DPR0124Y,62,61,63,57,59,60,59,55,53,38,37,35,26,48,41,35,38,37,26,44,47,44
32DPR1451Z,66,56,51,55,53,51,53,52,57,54,56,56,54,40,36,34,32,31,33,31,37,38
32DPR1963Z,39,95,71,74,65,67,60,51,52,50,33,31,38,35,36,17,35,35,33,34,40,35
32PPR0157U,42,58,61,45,39,33,32,24,31,49,46,41,44,57,62,57,57,44,42,52,52,59
32DPR1078J,57,51,53,49,55,56,49,49,51,50,44,43,43,37,35,33,41,46,52,48,44,46
32DPR1087R,68,69,65,61,61,55,55,46,45,43,47,43,44,35,37,37,36,37,39,38,37,37
32DPR0844E,62,62,60,64,60,56,55,53,41,38,37,38,38,44,41,42,43,43,42,40,39,38
32DPR0420Z,59,56,62,68,61,57,52,46,37,33,39,44,51,44,46,41,34,38,41,43,42,46
