cct,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
32DPR0315O,26,20,15,14,16,15,14,15,15,16,16,20,25,23,24,22,19,21,27,21,20,21
32DPR1413W,31,30,22,18,17,20,16,16,21,22,17,20,20,21,20,18,20,14,16,16,16,14
32DPR1009N,32,33,33,20,16,17,15,20,17,16,19,16,18,15,16,18,12,16,22,19,21,18
32DPR0582K,32,32,32,19,22,20,18,22,16,16,14,15,14,20,19,18,17,18,18,17,16,15
32DPR2060R,30,34,30,28,24,26,24,20,21,16,20,17,16,19,18,19,14,13,10,10,9,12
32DPR0021B,20,21,19,23,22,21,21,18,17,18,18,19,20,20,22,15,15,17,20,21,22,23
32DPR0395Q,15,16,17,19,15,15,16,17,18,21,22,24,26,20,22,19,20,19,22,24,24,23
32DPR1430M,22,21,25,23,29,25,16,18,20,25,21,18,19,11,13,16,15,22,20,18,17,20
32DPR1678D,24,23,23,21,20,16,16,18,15,18,17,19,18,19,21,21,24,21,17,23,23,18
32DPR1098X,22,27,26,23,18,21,15,16,15,16,17,20,17,13,17,21,24,19,17,21,26,24
32DPR1204Q,20,20,19,16,17,15,18,20,22,23,28,21,25,32,25,17,17,15,15,18,15,18
32DPR1380V,20,18,17,18,16,17,20,19,22,18,17,14,13,35,35,28,24,19,18,19,17,13
32DPR1224D,48,36,36,35,34,32,17,13,9,14,13,14,8,16,18,15,16,13,15,13,8,15
32DPR1379F,21,20,18,24,19,20,21,19,18,18,20,20,19,23,25,24,20,27,21,14,13,14
32DPR0656L,31,30,27,26,23,16,14,15,16,16,16,16,16,17,17,23,24,21,19,21,20,14
32DPR1285R,36,18,15,14,28,20,15,21,15,19,14,16,16,17,16,34,27,22,21,20,20,15
32DPR1351Z,24,19,19,18,24,24,23,19,18,15,17,22,26,21,19,22,13,17,24,20,18,20
32DPR1369Z,38,31,31,30,30,26,24,25,21,18,16,15,10,16,18,15,17,16,12,11,13,11
32DPR1421E,18,21,23,18,15,19,23,22,17,18,18,18,23,18,17,18,18,20,20,21,29,32
32DPR1477G,34,33,21,25,27,25,28,23,25,27,20,18,18,19,15,15,14,16,10,10,10,13
32DPR0061C,29,32,29,21,19,18,20,18,16,18,18,17,16,17,20,20,21,24,22,19,16,18
32DPR0694O,26,22,18,17,17,19,24,21,23,20,20,27,14,18,16,21,24,20,21,22,22,17
32DPR1456U,33,32,21,16,17,18,19,19,20,19,21,23,27,21,18,24,25,17,14,13,18,14
32DPR1490A,29,28,28,25,26,19,17,18,19,20,16,17,16,22,25,19,20,20,17,14,15,19
32DPR2398A,32,38,23,19,15,15,15,15,16,15,15,16,14,19,22,21,21,26,27,24,22,20
32DPR0575A,15,20,19,20,18,18,17,18,21,19,20,14,19,20,14,17,14,36,30,26,27,30
32DPR0646E,27,28,26,31,27,29,23,22,26,23,25,20,23,17,18,19,17,15,6,9,12,9
32DPR2364K,27,27,25,24,37,31,24,23,26,23,18,18,21,18,16,16,18,10,6,10,17,17
32DPR0550S,26,25,24,28,21,21,21,25,25,20,20,21,24,22,17,15,14,14,15,16,20,19
32DPR0611P,40,40,40,36,22,22,20,18,18,15,14,13,13,13,14,16,21,14,15,17,17,16
32DPR0528Q,13,14,13,19,18,20,24,21,24,28,28,23,34,20,23,19,20,22,23,18,16,15
32DPR0274E,32,28,19,19,17,15,15,15,15,19,17,23,23,25,27,25,27,22,21,19,14,19
32DPR1310Z,33,23,20,18,17,17,17,17,18,20,16,19,17,22,21,24,23,24,26,23,25,18
32DPR1306N,17,18,26,25,24,22,23,26,22,19,22,19,20,12,14,15,17,22,20,24,27,24
32DPR0654N,26,25,22,23,23,24,24,27,25,22,24,21,23,18,18,16,19,18,17,17,13,13
32DPR1924X,29,23,19,23,23,27,16,22,33,27,20,18,24,23,18,23,20,23,19,9,8,12
32DPR0053U,21,24,20,24,20,22,28,20,19,20,21,22,23,23,26,16,19,17,16,17,20,21
32DPR1673I,39,34,37,36,36,28,21,19,20,17,17,15,14,15,15,12,11,15,15,15,14,14
32DPR1007P,22,25,21,23,22,32,34,33,38,29,19,17,9,15,16,12,19,18,18,16,10,12
32DPR0622V,35,32,32,34,34,19,18,17,17,20,16,18,17,12,14,15,18,19,18,10,18,28
32DPR0803E,40,40,33,28,22,21,15,16,16,17,19,17,19,17,14,17,17,16,19,22,18,18
32DPR1381U,38,38,31,32,22,18,22,18,17,20,16,19,19,13,17,16,18,18,20,17,18,15
32DPR1137I,43,34,30,32,31,30,29,16,18,19,18,14,12,14,16,17,17,16,13,20,11,13
32DPR0026X,39,35,28,23,15,17,17,18,19,21,26,25,24,18,21,19,16,14,16,14,18,21
32DPR1068C,33,31,24,20,16,16,20,19,22,30,23,31,29,14,20,18,18,17,20,17,15,12
32DPR0735Y,33,31,34,35,33,19,18,15,15,18,15,13,11,15,18,15,15,27,22,21,22,20
32DPR0507D,21,24,22,19,22,23,24,23,20,24,24,23,21,23,21,21,20,15,20,22,18,16
32DPR1596U,38,35,23,26,24,21,19,18,17,18,20,23,26,27,21,23,17,15,15,13,15,13
32DPR1165E,36,36,31,27,21,20,17,16,23,16,20,20,15,21,19,16,18,17,19,23,19,18
32DPR0742H,38,36,34,34,34,33,37,18,18,14,13,16,16,17,18,18,14,16,10,11,11,13
32DPR0864S,38,37,36,34,28,24,20,19,16,16,22,20,24,18,17,16,13,14,17,15,13,12
32DPR0033G,37,35,30,27,19,21,21,21,17,20,19,18,17,23,21,17,13,17,17,17,19,24
32DPR1409J,22,18,21,20,18,18,21,20,15,13,14,20,22,16,18,25,28,27,27,32,32,24
32DPR2328F,34,30,25,22,30,17,25,25,23,17,19,26,17,18,20,22,14,20,18,16,17,17
32DPR0059O,45,41,38,35,28,20,18,23,16,12,9,14,11,15,16,16,20,22,19,18,21,15
32DPR1700P,30,24,16,16,17,15,15,17,16,20,15,13,18,14,14,19,25,29,31,35,36,38
32DPR1470N,38,36,29,22,23,24,26,28,25,19,22,18,23,12,13,16,13,17,16,20,16,17
32DPR1028B,31,28,22,29,18,19,18,17,16,19,21,18,18,20,26,26,23,23,22,23,17,20
32DPR0616K,31,23,22,24,24,19,23,26,24,21,29,22,20,23,24,20,21,20,18,16,11,13
32DPR1630K,24,25,28,18,23,16,19,16,16,17,15,16,15,25,27,24,29,31,27,24,20,20
32DPR1024F,47,42,38,33,25,23,21,18,20,17,17,21,16,17,17,17,15,15,14,15,16,13
32DPR1573J,48,45,33,33,22,21,18,13,11,12,12,14,13,16,17,13,14,21,27,25,24,26
32DPR2397B,41,44,37,37,35,34,30,19,20,15,17,14,12,11,17,16,15,16,13,11,14,10
32DPR1475I,34,28,26,29,24,23,21,18,19,17,19,19,20,21,22,21,17,18,21,23,20,19
32PPR0170O,6,9,11,20,21,32,14,23,29,27,25,16,27,19,19,20,19,24,29,28,30,33
32DPR1612V,40,36,33,34,33,32,32,25,29,19,22,20,7,16,11,17,13,14,16,13,15,6
32DPR1013Z,30,22,26,20,21,31,29,26,24,25,20,15,22,16,21,20,20,21,21,23,19,11
32DPR0777X,38,11,18,19,11,21,27,24,22,23,24,20,19,20,19,15,16,26,22,17,37,36
32DPR1233L,36,36,19,16,22,17,19,23,20,21,18,20,20,14,17,20,22,24,26,28,25,22
32DPR0444I,20,24,23,25,20,16,23,23,22,19,20,21,22,20,20,18,23,22,27,28,27,24
32DPR1503O,36,39,32,32,31,26,18,19,21,20,17,18,19,16,15,17,24,23,16,15,16,18
32DPR0046K,40,33,37,33,35,30,24,20,18,15,18,17,19,14,17,17,16,17,17,18,16,18
32DPR0832Z,20,16,31,33,21,25,24,25,22,24,23,21,22,18,20,20,21,20,22,23,20,21
32DPR0906A,21,21,23,17,18,19,16,17,15,15,15,15,14,26,29,29,26,33,30,27,34,33
32DPR0495P,51,50,47,47,36,35,29,15,14,12,12,10,10,11,13,12,16,15,15,13,15,15
32DPR1054Z,32,31,29,24,26,23,22,24,23,17,23,20,18,22,21,21,20,18,19,17,20,23
32DPR0263Z,35,36,42,34,20,17,19,18,20,21,22,25,24,23,20,16,22,18,20,14,14,14
32DPR0034F,23,22,22,21,16,19,20,30,26,22,35,35,28,24,22,21,16,17,19,18,18,20
32DPR0472E,28,31,23,25,19,23,24,27,31,34,28,27,18,16,18,13,17,19,20,21,18,16
32DPR0313Q,28,33,22,23,23,22,20,25,22,34,32,23,23,27,23,23,16,16,15,17,16,15
32DPR0100O,34,34,32,35,37,24,21,21,19,19,17,17,17,15,16,15,20,21,22,22,20,20
32DPR1297W,25,33,25,24,22,24,30,27,26,23,25,23,29,13,14,17,14,21,21,23,17,22
32DPR1672J,36,27,21,23,24,27,29,30,30,26,24,25,25,14,17,16,16,19,15,21,21,17
32DPR1116W,18,13,19,19,19,17,26,20,18,22,17,21,20,17,17,18,22,45,46,36,25,29
32DPR1339E,19,16,20,16,26,23,25,28,23,30,28,34,29,25,24,18,17,20,18,20,21,26
32DPR0531D,26,28,33,32,30,37,37,37,37,30,29,19,12,18,17,13,14,11,10,13,13,11
32DPR1483R,41,36,32,29,26,25,33,30,15,15,22,23,15,25,23,17,16,16,14,16,18,21
32DPR0680L,33,28,29,25,22,17,16,20,17,18,20,21,20,22,17,33,26,24,27,24,24,26
32DPR1441S,62,47,41,41,35,35,16,15,16,11,13,15,12,15,14,16,17,17,21,13,16,21
32DPR0358M,41,37,37,32,33,31,32,22,15,15,15,15,5,25,20,20,20,19,18,21,19,18
32DPR0064Z,40,41,34,27,24,24,18,19,17,19,18,14,17,16,19,19,22,22,26,27,23,25
32DPR0583J,17,15,16,19,33,34,32,34,29,26,22,23,26,22,15,25,25,22,17,18,19,22
32DPR2439K,30,31,34,36,38,32,29,24,19,17,19,16,19,16,17,19,20,20,19,20,18,19
32DPR0502I,46,34,25,22,21,21,22,25,26,28,26,26,25,22,26,20,21,19,18,14,13,15
32DPR0060D,41,36,34,33,35,35,33,34,32,30,19,17,16,19,19,13,11,11,15,12,10,13
32DPR1606K,32,34,35,36,33,26,34,31,27,25,23,24,20,18,16,17,16,12,14,14,14,17
32DPR0504G,46,40,34,35,34,30,30,22,25,18,17,21,8,17,17,18,20,19,19,23,15,13
32DPR2314C,35,40,44,41,38,35,32,30,30,23,18,17,12,13,16,16,15,14,19,11,11,15
32DPR1996Q,36,33,30,30,24,23,19,14,15,20,14,21,22,17,18,25,33,26,29,34,22,21
32DPR1326A,35,33,18,18,17,21,18,12,18,17,15,20,16,36,36,36,41,29,23,26,21,21
32DPR0530E,37,42,36,36,33,37,34,26,19,22,15,17,5,11,15,16,18,19,19,23,23,25
32DPR0082P,32,26,23,26,25,27,20,31,26,21,21,17,24,23,25,27,26,23,25,25,17,18
32DPR0970B,33,33,25,18,15,15,15,19,18,26,33,29,30,29,34,28,30,27,25,19,15,15
32DPR2428E,38,36,35,35,31,32,32,23,16,19,20,18,20,18,19,20,17,17,21,18,22,25
32DPR2064N,25,26,29,29,27,26,26,22,22,24,22,25,27,27,26,24,23,18,22,23,21,18
32DPR0829M,19,19,17,18,17,22,30,31,28,38,39,39,45,30,29,18,21,18,16,16,13,10
32DPR0960V,37,36,33,35,34,24,23,21,19,23,21,25,27,19,19,15,16,15,20,20,26,26
32DPR0450T,39,41,37,32,35,37,23,20,20,19,19,18,16,22,21,18,18,20,23,23,17,16
32DPR0097R,41,40,33,37,34,28,25,21,21,18,19,21,21,18,21,23,21,22,17,20,19,14
32DPR0609A,36,35,27,27,31,22,24,19,21,20,17,17,16,19,26,23,27,24,22,21,24,36
32DPR1076L,28,27,25,22,31,29,31,27,24,23,21,24,29,18,16,19,19,23,23,25,23,28
32DPR1012A,71,60,56,42,33,20,20,22,22,20,18,18,18,12,13,14,13,13,16,11,11,12
32DPR1765Z,32,36,34,33,29,22,22,22,26,28,26,24,21,23,18,17,22,21,17,25,21,17
32DPR0743G,42,33,30,27,28,25,25,24,21,22,19,18,17,20,23,22,25,27,25,24,20,21
32DPR0062B,44,40,41,36,36,38,30,23,19,23,23,20,13,14,13,11,13,19,17,20,22,23
32DPR0155R,41,44,41,37,39,33,22,18,15,15,14,13,14,12,15,15,16,21,25,26,33,30
32DPR0217N,41,45,42,36,37,30,27,26,21,16,15,15,10,20,18,21,25,21,20,21,18,16
32DPR1712U,32,36,30,32,31,32,35,32,25,21,21,20,15,30,32,24,22,19,15,14,10,13
32DPR1123F,34,33,34,15,15,18,16,17,15,16,15,16,15,16,15,17,20,38,42,43,48,43
32DPR0532C,50,54,44,38,34,24,23,20,26,22,16,18,19,14,18,22,17,21,23,14,14,11
32DPR0032H,31,36,23,30,30,23,24,24,18,24,33,28,25,18,24,19,20,21,22,23,24,22
32DPR2081D,24,20,19,19,22,21,22,22,24,22,22,24,22,23,26,28,28,26,31,35,30,33
32DPR0351T,20,36,33,33,31,30,35,35,38,35,33,19,22,19,19,15,15,15,16,15,16,14
32DPR0840I,34,36,36,39,36,35,32,29,18,15,14,16,23,18,19,23,20,21,24,22,18,17
32DPR1632I,28,20,18,20,15,15,24,24,16,15,15,17,24,23,35,37,34,40,36,29,32,36
32DPR1219S,45,36,30,35,20,23,28,25,24,25,29,29,24,25,23,22,15,17,18,16,21,23
32DPR0251U,41,37,41,37,36,36,37,32,29,25,21,17,9,18,25,21,19,15,16,14,13,14
32DPR1176K,46,37,40,32,33,32,24,22,21,17,18,16,13,19,24,22,22,24,25,26,22,19
32DPR1377H,52,48,38,35,33,21,15,17,16,18,19,18,18,15,17,21,22,24,22,27,32,26
32DPR0500K,47,38,32,36,35,35,32,25,21,25,22,23,20,23,21,16,18,20,17,15,15,18
32DPR2403W,21,20,24,28,22,24,27,27,29,30,34,33,38,27,26,25,27,18,23,20,17,15
32DPR0344J,37,35,27,24,23,23,27,26,18,22,21,23,22,21,22,32,23,19,25,26,25,34
32DPR0222Z,51,48,46,42,34,35,32,25,23,17,22,20,15,20,23,16,18,17,15,14,12,11
32DPR0540L,72,70,49,40,38,31,27,23,18,13,16,21,20,16,15,15,14,12,14,11,8,14
32DPR0384K,30,50,39,37,28,32,25,26,21,20,19,17,15,17,16,19,22,22,25,25,27,25
32DPR0074G,20,26,30,23,19,21,23,22,19,21,23,22,20,16,26,25,28,37,33,35,36,33
32DPR1481T,46,41,38,35,24,21,20,24,21,23,23,23,22,23,23,20,21,20,22,24,21,25
32DPR1327Z,39,34,40,42,37,32,31,29,30,19,19,21,18,19,22,20,18,20,18,18,17,17
32DPR0456N,41,31,29,27,23,24,20,19,19,18,21,19,20,31,32,35,35,35,32,17,16,17
32DPR0756K,37,35,34,35,35,34,22,24,19,18,22,21,23,25,22,22,20,25,28,23,19,18
32DPR1420F,39,43,39,35,34,28,26,26,20,21,23,23,27,21,28,24,22,20,20,18,13,13
32DPR0369S,37,35,40,38,23,21,21,25,28,25,30,30,26,31,26,21,17,15,18,19,21,16
32DPR2388U,25,28,24,28,29,28,26,24,18,14,11,19,37,21,24,18,25,28,34,32,37,37
32DPR1682Q,43,44,43,32,35,35,37,22,21,22,21,25,19,22,20,17,15,18,23,17,18,19
32DPR0668Q,22,21,23,28,23,28,28,30,26,24,28,24,27,29,19,28,24,29,27,26,32,24
32DPR0662W,52,48,41,44,35,29,25,25,23,14,17,19,13,18,20,23,22,24,20,25,16,18
32DPR0374D,37,40,39,42,42,37,42,34,31,32,30,24,24,16,15,13,9,11,14,14,14,12
32DPR1268A,44,40,37,32,32,20,23,17,23,23,22,24,22,29,27,25,25,25,21,19,20,22
32DPR0338Z,57,33,41,37,35,23,19,21,20,24,24,25,23,25,23,21,22,22,18,19,19,22
32DPR0039A,40,39,41,36,36,33,30,28,28,30,25,24,23,23,26,18,20,18,15,14,11,15
32DPR0013T,25,28,31,27,33,35,40,37,34,31,31,31,34,20,21,17,15,16,19,18,16,14
32DPR0367U,38,37,40,40,39,38,36,25,24,25,24,26,29,22,23,20,12,13,18,16,14,15
32DPR1317T,35,31,28,30,22,19,24,20,20,14,18,16,16,14,14,28,27,35,43,48,42,34
32DPR0278A,38,36,40,39,34,34,29,31,30,28,21,22,19,24,19,19,18,16,18,22,18,24
32DPR0466U,39,41,36,23,25,25,26,25,24,25,24,23,23,28,24,24,24,26,30,26,30,14
32DPR0877W,48,49,47,41,37,32,38,34,29,22,23,23,21,15,14,15,15,17,15,17,16,18
32DPR0365W,38,41,42,37,37,35,22,19,17,17,23,24,28,23,23,25,26,31,23,21,18,17
32DPR1954R,68,49,44,37,45,38,46,16,29,16,24,14,18,19,19,16,15,20,14,16,12,12
32DPR0246I,47,47,36,38,38,34,35,29,27,29,28,24,24,21,15,15,16,18,19,17,16,21
32DPR0683I,36,40,38,35,38,35,36,34,21,19,17,20,38,20,24,22,20,19,19,19,23,23
32DPR1788J,30,28,28,15,38,36,35,35,51,41,23,16,37,25,24,21,21,16,18,16,23,22
32DPR1584P,55,48,41,41,44,37,36,26,25,22,18,14,8,21,20,25,25,21,16,20,22,17
32DPR1485P,48,42,39,33,35,35,35,32,34,33,34,28,34,22,15,14,15,14,17,12,18,14
32DPR0650R,42,42,43,39,36,32,35,32,28,32,32,25,28,22,21,18,17,17,17,12,15,18
32DPR0882H,18,21,31,35,33,34,34,31,31,31,31,30,30,31,34,27,24,25,17,18,19,21
32DPR0119M,19,25,19,17,22,19,16,18,13,15,17,17,18,26,24,24,32,54,61,53,50,48
32DPR0846C,28,26,24,36,39,40,35,23,35,35,28,35,34,23,22,22,20,21,24,22,24,12
32DPR1384R,34,41,44,42,42,37,38,37,29,19,19,17,6,13,24,23,26,22,24,23,24,24
32DPR0881I,35,41,42,38,37,39,38,30,31,31,30,27,25,24,20,19,17,16,17,17,19,16
32DPR0527R,37,34,29,31,28,32,33,35,36,36,37,30,34,25,26,18,18,20,20,20,16,14
32DPR0933Y,51,47,40,32,40,26,23,16,13,16,16,22,20,27,30,27,27,28,23,27,26,32
32DPR0277B,38,43,45,47,38,37,27,22,22,20,24,21,26,24,22,26,23,24,21,22,17,20
32DPR1146Q,24,27,25,25,24,18,17,17,26,30,30,33,21,36,31,30,33,34,36,30,34,31
32DPR1276J,29,33,27,18,19,21,22,21,19,23,19,25,14,40,37,33,26,36,37,37,38,39
32DPR1654U,19,21,24,23,22,20,19,15,37,38,36,36,37,36,29,25,29,23,31,27,32,36
32DPR1986J,35,30,34,38,34,34,32,32,36,37,37,18,45,20,21,17,15,15,16,21,23,25
32DPR1053A,42,41,42,43,37,34,24,20,25,30,30,30,29,34,34,21,17,19,15,17,17,14
32DPR1046R,40,39,35,36,34,36,36,37,40,23,22,23,54,19,21,18,18,16,16,16,18,19
32DPR1301S,45,42,41,35,35,33,36,35,35,18,17,15,47,15,21,20,20,22,20,23,23,18
32DPR0329R,48,42,41,40,33,32,35,35,33,33,20,24,27,22,20,20,25,22,23,17,14,14
32DPR0004L,42,40,24,27,18,26,29,21,26,38,22,23,29,32,30,37,30,29,26,27,24,21
32DPR1239F,23,20,33,39,37,32,33,29,31,35,32,34,32,34,33,28,25,23,21,26,11,10
32DPR0221Z,41,40,31,35,34,35,33,37,39,30,25,24,37,22,20,20,19,20,19,19,24,19
32DPR1680S,38,39,32,36,28,29,24,21,25,22,22,24,21,28,30,35,28,28,31,31,27,24
32DPR0640K,42,39,27,24,22,33,28,32,33,34,35,36,34,34,20,18,19,17,22,24,23,28
32DPR1438E,24,23,21,24,20,19,15,21,31,42,34,39,13,36,33,38,35,32,30,30,34,30
32DPR0467T,31,37,34,33,35,34,33,33,32,34,32,31,32,29,27,20,19,17,17,18,21,26
32DPR0641J,40,35,37,30,34,33,17,19,16,22,21,25,23,21,37,25,28,46,36,27,26,31
