cct,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
32PPR0132L,633,619,551,522,537,600,641,728,733,686,695,658,616,579,486,465,467,455,425,402,362,358
32PPR0160H,139,134,118,126,138,136,152,153,154,128,120,105,115,96,91,82,72,69,91,115,149,190
32PPR0087P,166,160,173,184,178,141,143,152,148,145,162,170,160,171,153,144,136,135,150,145,144,157

