cct,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
32DPR2447T,89,127,134,152,170,172,182,192,197,210,219,222,232,226,222,205,222,229,241,275,330,357
32DPR1225C,99,88,81,77,77,73,67,69,70,63,60,65,63,65,67,65,67,69,70,73,77,72
32DPR0026X,39,35,28,23,15,17,17,18,19,21,26,25,24,18,21,19,16,14,16,14,18,21
